"","X","age","gender","region_category","membership_category","joined_through_referral","preferred_offer_types","medium_of_operation","internet_option","avg_time_spent","avg_transaction_value","avg_frequency_login_days","points_in_wallet","used_special_discount","offer_application_preference","past_complaint","complaint_status","feedback","churn_risk_score"
"32115",32114,21,"M","Town","Silver Membership","No","Credit/Debit Card Offers","Smartphone","Mobile_Data",201.47,11145.94,"46.44566382214041",646.15,"Yes","No","Yes","Unsolved","Poor Website",1
"32116",32115,43,"F","City","Basic Membership","Yes","Without Offers","Desktop","Wi-Fi",120.78,26281.86,"26.0",646.08,"Yes","No","No","Not Applicable","Poor Product Quality",1
"32117",32116,63,"F","City","Gold Membership","No","Without Offers","Smartphone","Mobile_Data",211.05,4511.76,"12.0",665.25,"Yes","Yes","No","Not Applicable","No reason specified",1
"32118",32117,32,"F","City","No Membership","No","Gift Vouchers/Coupons","Desktop","Wi-Fi",118.89,1726.57,"7.0",546.62,"Yes","No","No","Not Applicable","No reason specified",1
"32120",32119,64,"F","City","Gold Membership","No","Gift Vouchers/Coupons","Smartphone","Mobile_Data",303.13,12511.98,"20.0",788.82,"Yes","No","No","Not Applicable","Poor Product Quality",0
"32121",32120,17,"F","Town","Silver Membership","Yes","Without Offers","Desktop","Wi-Fi",80.54,7689.36,"27.0",622.42,"Yes","No","Yes","No Information Available","Poor Website",1
"32122",32121,49,"F","City","Basic Membership","No","Without Offers","Smartphone","Wi-Fi",363.92,9538.15,"12.0",550.28,"No","Yes","No","Not Applicable","Poor Website",1
"32123",32122,26,"M","City","No Membership","No","Credit/Debit Card Offers","Smartphone","Wi-Fi",752.23,27206.65,"15.0",678.26,"No","Yes","No","Not Applicable","Poor Product Quality",1
"32125",32124,29,"F","Village","Platinum Membership","Yes","Gift Vouchers/Coupons","Desktop","Wi-Fi",703.69,6504.86,"7.0",681.725266750665,"Yes","Yes","No","Not Applicable","Poor Product Quality",0
"32126",32125,20,"M","Town","No Membership","No","Gift Vouchers/Coupons","Smartphone","Wi-Fi",182.68,12084.92,"-11.782864943227999",512.63,"No","Yes","Yes","Unsolved","Too many ads",1
"32127",32126,34,"F","Town","Basic Membership","Yes","Credit/Debit Card Offers","Smartphone","Wi-Fi",831.76,7578.74,"23.0",551.37,"No","Yes","No","Not Applicable","Poor Product Quality",1
"32128",32127,54,"F","Town","No Membership","Yes","Credit/Debit Card Offers","Both","Wi-Fi",743.53,5364.53,"27.0",1114.82249687479,"Yes","No","No","Not Applicable","Poor Product Quality",1
"32130",32129,34,"M","Town","Gold Membership","Yes","Without Offers","Smartphone","Fiber_Optic",224.86,22203.34,"26.0",643.02,"No","Yes","No","Not Applicable","No reason specified",1
"32132",32131,56,"M","City","Platinum Membership","Yes","Without Offers","Desktop","Wi-Fi",469.11,23064.2,"24.0",780.75,"Yes","No","Yes","Unsolved","Poor Product Quality",0
"32134",32133,22,"F","Town","No Membership","No","Credit/Debit Card Offers","Desktop","Fiber_Optic",465.4,2750.75,"29.0",504.71,"Yes","No","No","Not Applicable","Poor Product Quality",1
"32135",32134,31,"F","City","No Membership","No","Without Offers","Smartphone","Fiber_Optic",262.33,32127.26,"23.0",608.02,"No","Yes","No","Not Applicable","Poor Product Quality",1
"32138",32137,32,"F","Village","Basic Membership","No","Gift Vouchers/Coupons","Smartphone","Fiber_Optic",215.83,29004.99,"20.0",623.47,"No","Yes","Yes","Solved in Follow-up","Poor Website",0
"32141",32140,28,"F","Town","Silver Membership","No","Credit/Debit Card Offers","Smartphone","Mobile_Data",319.01,46734.35,"13.0",657.08,"No","Yes","Yes","Solved","Poor Customer Service",1
"32142",32141,34,"F","City","Premium Membership","No","Credit/Debit Card Offers","Desktop","Wi-Fi",47.6,20555.42,"24.0",376.557106475525,"Yes","No","No","Not Applicable","No reason specified",0
"32144",32143,50,"M","Town","Basic Membership","No","Credit/Debit Card Offers","Smartphone","Wi-Fi",166.65,27953.82,"18.0",579.74,"No","Yes","Yes","Solved","Poor Website",1
"32147",32146,50,"F","Village","Platinum Membership","No","Gift Vouchers/Coupons","Smartphone","Wi-Fi",56.42,33941.99,"4.0",306.148982368823,"Yes","No","No","Not Applicable","Quality Customer Care",0
"32149",32148,37,"M","City","No Membership","No","Gift Vouchers/Coupons","Smartphone","Mobile_Data",1102.2020697019,31731.24,"24.0",661.33,"Yes","No","No","Not Applicable","Too many ads",1
"32150",32149,13,"M","City","Gold Membership","Yes","Gift Vouchers/Coupons","Desktop","Wi-Fi",529.05,1881.99,"29.0",615.11,"Yes","No","Yes","Solved in Follow-up","Too many ads",1
"32152",32151,62,"M","Village","No Membership","Yes","Credit/Debit Card Offers","Desktop","Mobile_Data",112.87,10441.18,"24.0",648.36,"Yes","No","No","Not Applicable","Poor Website",1
"32154",32153,49,"M","Village","Platinum Membership","No","Gift Vouchers/Coupons","Desktop","Fiber_Optic",1403.13289319333,49226.93,"Error",793.17,"Yes","No","Yes","Solved","Products always in Stock",0
"32155",32154,17,"F","Town","No Membership","Yes","Without Offers","Smartphone","Fiber_Optic",33.89,36554.87,"18.0",719.17,"Yes","No","No","Not Applicable","Poor Website",1
"32157",32156,47,"F","Town","Basic Membership","No","Gift Vouchers/Coupons","Both","Fiber_Optic",214.59,11039.13,"-16.78396705261082",502.78,"No","Yes","No","Not Applicable","Too many ads",1
"32164",32163,40,"M","Town","Basic Membership","No","Gift Vouchers/Coupons","Desktop","Wi-Fi",55.67,46412.45,"7.0",665.28,"Yes","No","Yes","Solved in Follow-up","Too many ads",1
"32165",32164,27,"M","City","Silver Membership","Yes","Without Offers","Desktop","Wi-Fi",32.51,49391.05,"12.0",1224.73128385543,"Yes","No","No","Not Applicable","User Friendly Website",0
"32166",32165,63,"F","Town","Silver Membership","Yes","Gift Vouchers/Coupons","Smartphone","Mobile_Data",1055.10993111995,2648.94,"26.0",694.61,"Yes","No","No","Not Applicable","No reason specified",1
"32170",32169,50,"F","Town","Premium Membership","No","Credit/Debit Card Offers","Desktop","Mobile_Data",124.18,9547.5,"19.0",790.16,"Yes","No","Yes","Solved","Poor Website",0
"32171",32170,60,"M","Town","No Membership","No","Without Offers","Both","Mobile_Data",402.5,31884.15,"16.0",967.263924925287,"No","Yes","No","Not Applicable","Poor Customer Service",1
"32175",32174,25,"M","Town","Gold Membership","No","Gift Vouchers/Coupons","Smartphone","Wi-Fi",112.6,24942.3,"7.0",769.06,"Yes","No","No","Not Applicable","No reason specified",0
"32176",32175,12,"F","City","Silver Membership","Yes","Gift Vouchers/Coupons","Desktop","Mobile_Data",122.98,1423.48,"5.0",780.3,"No","Yes","Yes","Solved in Follow-up","Poor Product Quality",0
"32177",32176,15,"F","City","Platinum Membership","No","Without Offers","Desktop","Fiber_Optic",-1008.3110058718,45474.86,"25.0",767.85,"No","Yes","Yes","Unsolved","No reason specified",0
"32178",32177,56,"M","Village","No Membership","Yes","Gift Vouchers/Coupons","Desktop","Wi-Fi",107.34,29169.34,"25.0",711.27,"No","Yes","Yes","No Information Available","Poor Product Quality",1
"32179",32178,29,"M","Town","No Membership","Yes","Without Offers","Desktop","Mobile_Data",225.91,22413.36,"Error",662.27,"No","Yes","No","Not Applicable","Poor Customer Service",1
"32181",32180,26,"F","Village","Premium Membership","Yes","Without Offers","Smartphone","Mobile_Data",799.48,7308.27,"3.0",780.33,"Yes","Yes","Yes","Solved","Products always in Stock",0
"32182",32181,24,"M","City","Gold Membership","No","Credit/Debit Card Offers","Smartphone","Mobile_Data",301.22,21723.75,"Error",704.68,"Yes","No","No","Not Applicable","No reason specified",1
"32183",32182,55,"F","City","No Membership","Yes","Gift Vouchers/Coupons","Desktop","Wi-Fi",38.3,5206.6,"13.0",635.17,"No","Yes","No","Not Applicable","No reason specified",1
"32185",32184,55,"M","Town","Premium Membership","No","Without Offers","Desktop","Mobile_Data",423.46,31199.05,"Error",738.09,"Yes","No","Yes","Solved in Follow-up","No reason specified",0
"32186",32185,52,"M","Town","No Membership","No","Gift Vouchers/Coupons","Smartphone","Wi-Fi",-977.165424908502,9363.41,"-16.77810004297323",569.55,"No","Yes","Yes","Unsolved","Poor Product Quality",1
"32187",32186,13,"F","Town","Premium Membership","Yes","Gift Vouchers/Coupons","Desktop","Fiber_Optic",145.09,86737.5,"16.0",741.41,"Yes","No","Yes","No Information Available","Products always in Stock",0
"32188",32187,43,"M","Town","Gold Membership","Yes","Without Offers","Desktop","Mobile_Data",122.13,25428.13,"17.0",689.27,"Yes","No","Yes","Solved in Follow-up","Poor Product Quality",1
"32189",32188,15,"F","Village","Basic Membership","No","Gift Vouchers/Coupons","Desktop","Fiber_Optic",129.97,39577.78,"26.0",610.95,"Yes","No","Yes","Solved","Poor Website",1
"32190",32189,23,"M","City","Gold Membership","No","Gift Vouchers/Coupons","Desktop","Mobile_Data",216.72,14254.73,"16.0",1247.40645286151,"Yes","No","No","Not Applicable","Products always in Stock",0
"32191",32190,37,"M","Town","No Membership","No","Credit/Debit Card Offers","Desktop","Mobile_Data",195.2,42750.44,"29.0",610.28,"No","Yes","Yes","No Information Available","No reason specified",1
"32195",32194,42,"M","Town","Platinum Membership","No","Without Offers","Smartphone","Wi-Fi",-732.130398087066,46483.52,"-14.197709466304854",792.89,"Yes","No","Yes","Solved in Follow-up","Quality Customer Care",0
"32196",32195,53,"M","Town","Basic Membership","Yes","Without Offers","Desktop","Wi-Fi",-734.234162739724,1235.5,"25.0",670.69,"No","Yes","Yes","No Information Available","Poor Website",1
"32203",32202,58,"F","City","Silver Membership","No","Credit/Debit Card Offers","Desktop","Fiber_Optic",1036.01825386781,21399.05,"17.0",614.91,"No","Yes","Yes","Solved","No reason specified",1
"32205",32204,14,"F","Town","Premium Membership","Yes","Gift Vouchers/Coupons","Desktop","Wi-Fi",214.76,12954.19,"21.0",1263.38841381143,"No","Yes","No","Not Applicable","No reason specified",0
"32206",32205,50,"F","Town","Platinum Membership","Yes","Gift Vouchers/Coupons","Smartphone","Fiber_Optic",410.91,41474.33,"12.0",787.5,"No","Yes","No","Not Applicable","Reasonable Price",0
"32208",32207,31,"F","Village","No Membership","Yes","Without Offers","Desktop","Mobile_Data",1870.17,43659.65,"Error",147.154257327569,"Yes","Yes","Yes","Unsolved","Poor Customer Service",1
"32211",32210,41,"F","City","Basic Membership","Yes","Without Offers","Desktop","Fiber_Optic",98.67,22091.45,"8.0",545.04,"Yes","No","Yes","No Information Available","No reason specified",1
"32212",32211,48,"M","Town","Silver Membership","No","Gift Vouchers/Coupons","Smartphone","Fiber_Optic",286.2,9980.7,"5.773183320008567",692.84,"Yes","No","No","Not Applicable","Too many ads",1
"32214",32213,46,"F","Village","No Membership","No","Without Offers","Desktop","Wi-Fi",313.9,12447.28,"17.0",594.05,"Yes","No","Yes","No Information Available","Poor Product Quality",1
"32217",32216,13,"F","Village","Gold Membership","No","Credit/Debit Card Offers","Smartphone","Fiber_Optic",34.68,46457.94,"22.0",720.05,"Yes","No","Yes","Solved in Follow-up","Poor Product Quality",0
"32219",32218,59,"F","City","Platinum Membership","No","Credit/Debit Card Offers","Desktop","Fiber_Optic",34.18,25547.71,"23.0",716.59,"Yes","No","No","Not Applicable","Poor Website",0
"32222",32221,10,"F","Town","Platinum Membership","Yes","Credit/Debit Card Offers","Both","Wi-Fi",269.98,39452.72,"8.0",741.14,"No","Yes","No","Not Applicable","Quality Customer Care",0
"32223",32222,27,"F","Village","Silver Membership","Yes","Gift Vouchers/Coupons","Desktop","Fiber_Optic",325.64,2831.1,"3.0",197.36054894461,"No","Yes","No","Not Applicable","Reasonable Price",0
"32224",32223,53,"M","City","Premium Membership","Yes","Credit/Debit Card Offers","Desktop","Fiber_Optic",145.59,24027.93,"12.0",1158.60859622709,"Yes","No","Yes","No Information Available","Products always in Stock",0
"32227",32226,10,"F","City","Premium Membership","Yes","Gift Vouchers/Coupons","Desktop","Mobile_Data",31.95,14390.16,"9.0",713.28,"No","Yes","No","Not Applicable","Poor Customer Service",0
"32232",32231,60,"M","City","Gold Membership","Yes","Gift Vouchers/Coupons","Desktop","Mobile_Data",33.55,63648.72,"10.0",789.1,"Yes","No","No","Not Applicable","User Friendly Website",0
"32236",32235,36,"M","Town","Basic Membership","No","Credit/Debit Card Offers","Smartphone","Wi-Fi",180.15,28963.87,"28.0",1097.7515222759,"No","Yes","Yes","Unsolved","No reason specified",1
"32238",32237,19,"M","City","No Membership","Yes","Without Offers","Both","Fiber_Optic",935.69,23837.31,"26.0",680.06,"Yes","Yes","No","Not Applicable","Too many ads",1
"32239",32238,11,"M","Town","No Membership","Yes","Credit/Debit Card Offers","Both","Mobile_Data",236.24,35859.54,"Error",630.53,"Yes","No","Yes","No Information Available","Poor Product Quality",1
"32240",32239,55,"M","City","Basic Membership","Yes","Gift Vouchers/Coupons","Desktop","Fiber_Optic",31.69,27476.11,"18.0",609.32,"Yes","No","No","Not Applicable","Too many ads",1
"32242",32241,47,"F","Town","Basic Membership","Yes","Gift Vouchers/Coupons","Smartphone","Wi-Fi",-191.464616288689,44261.85,"16.0",552.81,"No","Yes","No","Not Applicable","Poor Website",1
"32243",32242,14,"F","Village","Premium Membership","No","Gift Vouchers/Coupons","Smartphone","Mobile_Data",264.04,6344.62,"15.0",1013.53275638528,"Yes","No","Yes","Solved","Poor Customer Service",0
"32245",32244,44,"M","City","Basic Membership","No","Credit/Debit Card Offers","Smartphone","Fiber_Optic",-591.047087070819,7949.32,"29.0",561.07,"Yes","No","No","Not Applicable","Poor Product Quality",1
"32246",32245,13,"M","Town","Platinum Membership","No","Gift Vouchers/Coupons","Desktop","Fiber_Optic",80.56,6930.87,"Error",733.87,"Yes","No","No","Not Applicable","Poor Customer Service",0
"32247",32246,45,"M","Town","Silver Membership","Yes","Credit/Debit Card Offers","Smartphone","Mobile_Data",34.88,37986.96,"Error",763.52,"No","Yes","No","Not Applicable","Poor Customer Service",0
"32248",32247,24,"F","Village","Silver Membership","No","Gift Vouchers/Coupons","Desktop","Mobile_Data",140.71,19107.09,"24.0",604.4,"No","Yes","Yes","Solved","No reason specified",1
"32252",32251,26,"M","City","Premium Membership","Yes","Gift Vouchers/Coupons","Smartphone","Mobile_Data",46.64,68072.08,"7.0",777.5,"Yes","No","No","Not Applicable","Products always in Stock",0
"32253",32252,18,"M","Town","No Membership","No","Gift Vouchers/Coupons","Desktop","Mobile_Data",164.15,32947.37,"29.0",698.5,"No","Yes","Yes","Solved in Follow-up","Poor Customer Service",1
"32256",32255,23,"F","Town","No Membership","No","Without Offers","Smartphone","Fiber_Optic",31.83,12059.6,"21.0",622.2,"Yes","No","Yes","No Information Available","Poor Customer Service",1
"32257",32256,52,"M","City","Gold Membership","Yes","Credit/Debit Card Offers","Desktop","Mobile_Data",153.35,29948.37,"Error",627.74,"No","Yes","No","Not Applicable","No reason specified",1
"32259",32258,59,"F","Town","No Membership","No","Without Offers","Desktop","Mobile_Data",272.18,35328.5,"15.0",546.23,"Yes","No","No","Not Applicable","Poor Product Quality",1
"32260",32259,35,"F","Town","Platinum Membership","Yes","Without Offers","Desktop","Mobile_Data",230.22,36949.69,"17.0",770.88,"Yes","No","No","Not Applicable","Too many ads",0
"32267",32266,15,"F","City","No Membership","Yes","Without Offers","Desktop","Wi-Fi",156.89,20660.19,"18.0",371.234019844489,"Yes","No","Yes","Unsolved","Poor Customer Service",1
"32270",32269,12,"F","City","Premium Membership","Yes","Credit/Debit Card Offers","Desktop","Wi-Fi",30.92,50769.3,"6.0",755.5,"Yes","No","No","Not Applicable","Reasonable Price",0
"32271",32270,42,"F","City","Basic Membership","No","Gift Vouchers/Coupons","Smartphone","Mobile_Data",226.4,10495.47,"17.0",37.6166076791272,"No","Yes","No","Not Applicable","Poor Product Quality",1
"32272",32271,29,"F","City","Platinum Membership","No","Credit/Debit Card Offers","Desktop","Mobile_Data",31.26,70571.86,"4.0",791.67,"No","Yes","No","Not Applicable","Reasonable Price",0
"32273",32272,44,"M","Town","Gold Membership","Yes","Gift Vouchers/Coupons","Desktop","Fiber_Optic",30.3,24932.69,"5.0",730.53,"No","Yes","Yes","Solved","Poor Customer Service",0
"32275",32274,33,"M","City","Gold Membership","Yes","Gift Vouchers/Coupons","Smartphone","Fiber_Optic",1009.76,30335.16,"17.0",818.09,"No","Yes","No","Not Applicable","Reasonable Price",0
"32276",32275,22,"M","City","Premium Membership","No","Without Offers","Desktop","Wi-Fi",155.24,26679.02,"21.0",778.22,"Yes","No","No","Not Applicable","Poor Product Quality",0
"32277",32276,42,"M","City","Gold Membership","No","Gift Vouchers/Coupons","Smartphone","Fiber_Optic",57.21,65679.72,"13.0",566.598536736099,"No","Yes","Yes","Solved","Reasonable Price",0
"32278",32277,37,"M","Town","Platinum Membership","No","Without Offers","Desktop","Wi-Fi",444.86,10033.78,"Error",736.28,"Yes","No","Yes","Solved in Follow-up","No reason specified",0
"32279",32278,16,"M","Town","Gold Membership","Yes","Credit/Debit Card Offers","Smartphone","Fiber_Optic",1043.68086024791,29152.79,"27.0",318.045785017353,"No","Yes","Yes","Solved in Follow-up","Poor Customer Service",1
"32280",32279,60,"F","Town","Silver Membership","Yes","Without Offers","Smartphone","Fiber_Optic",545.48,30071.07,"15.0",660.68,"No","Yes","Yes","Solved in Follow-up","Poor Product Quality",1
"32281",32280,42,"M","Town","Silver Membership","Yes","Gift Vouchers/Coupons","Desktop","Mobile_Data",1384.17,27079.25,"25.0",667.39,"Yes","Yes","Yes","Solved in Follow-up","No reason specified",1
"32285",32284,53,"M","City","Platinum Membership","No","Credit/Debit Card Offers","Desktop","Wi-Fi",360.93,9582.1,"17.0",775.42,"Yes","No","Yes","No Information Available","Too many ads",0
